county, year, labforce, employed
42041,2015,128492,123370
42043,2015,141099,134534
42045,2015,291744,277478
42047,2015,16342,15537
42049,2015,134848,127437
42051,2015,58405,54028
42053,2015,1900,1751
42055,2015,77914,74051
42057,2015,7446,6983
42059,2015,18195,17105
42061,2015,19683,18302
42063,2015,41792,39151
42065,2015,20970,19690
42067,2015,12001,11406
42069,2015,106494,100295
42071,2015,276161,264806
42073,2015,42148,39487
42075,2015,70120,66947
42077,2015,185938,176027
42079,2015,158915,148647
42081,2015,60952,57266
42083,2015,18994,17840
42085,2015,53040,50150
42087,2015,20931,19723
42089,2015,80837,75621
42091,2015,441234,422883
42093,2015,9153,8759
42095,2015,156721,148474
42097,2015,43464,40814
42099,2015,24126,23049
42101,2015,696055,646604
42103,2015,25004,23369
42105,2015,7381,6862
42107,2015,68241,63952
42109,2015,20080,19138
42111,2015,34491,32136
42113,2015,3036,2849
42115,2015,21414,20219
42117,2015,20348,19022
42119,2015,19323,18459
42121,2015,24480,23025
42123,2015,19972,18976
42125,2015,106696,100759
42127,2015,22287,20991
42129,2015,183071,173183
42131,2015,14127,13266
42133,2015,232925,221838
44001,2015,26191,24848
44003,2015,90740,85695
44005,2015,44028,41729
44007,2015,323162,302425
44009,2015,69560,65724
45001,2015,10354,9639
45003,2015,73958,69589
45005,2015,2751,2439
45007,2015,88513,83715
45009,2015,5464,4889
45011,2015,8382,7626
45013,2015,71691,67760
45015,2015,93542,88375
45017,2015,6896,6403
45019,2015,198283,188638
45021,2015,23472,21797
45023,2015,13462,12331
45025,2015,21451,20150
45027,2015,13073,12064
45029,2015,16728,15558
45031,2015,30082,27856
45033,2015,12681,11585
45035,2015,72746,68745
45037,2015,10673,9993
45039,2015,10028,9218
45041,2015,65534,61249
45043,2015,25247,23118
45045,2015,243079,231029
45047,2015,31279,29295
45049,2015,8353,7649
45051,2015,137395,127595
45053,2015,11827,11218
45055,2015,28957,27222
45057,2015,36727,34410
45059,2015,30299,28309
45061,2015,6462,5916
45063,2015,145451,138389
45065,2015,3442,3197
45067,2015,12871,11583
45069,2015,9653,8680
45071,2015,18905,17900
45073,2015,34506,32499
45075,2015,36968,32937
45077,2015,56096,52847
45079,2015,198804,187511
45081,2015,8835,8370
45083,2015,139941,131924
45085,2015,44401,41364
45087,2015,11562,10646
45089,2015,12826,11640
45091,2015,126736,119770
46003,2015,1577,1542
46005,2015,9504,9256
46007,2015,1134,1078
46009,2015,3021,2941
46011,2015,18631,18091
46013,2015,21066,20511
46015,2015,2546,2478
46017,2015,718,668
46019,2015,5110,4938
46021,2015,852,827
46023,2015,3998,3862
46025,2015,1972,1901
46027,2015,7034,6821
46029,2015,15375,14906
46031,2015,1495,1420
46033,2015,3966,3798
46035,2015,11367,11082
46037,2015,2870,2728
46039,2015,2318,2204
46041,2015,2298,2037
46043,2015,1680,1639
46045,2015,2227,2173
46047,2015,2984,2853
46049,2015,1123,1094
46051,2015,4722,4584
46053,2015,2064,2000
46055,2015,1101,1076
46057,2015,3144,3040
46059,2015,1881,1838
46061,2015,1805,1745
46063,2015,783,764
46065,2015,9930,9694
46067,2015,3687,3596
46069,2015,709,689
46071,2015,1332,1275
46073,2015,1129,1104
46075,2015,586,570
46077,2015,2764,2683
46079,2015,6529,6295
46081,2015,12773,12360
46083,2015,30447,29767
46085,2015,1800,1716
46087,2015,3132,3058
46089,2015,1117,1080
46091,2015,2511,2416
46093,2015,13334,12916
46095,2015,801,760
46097,2015,1216,1187
46099,2015,106273,103423
46101,2015,3954,3821
46102,2015,3594,3187
46103,2015,54346,52645
46105,2015,1581,1532
46107,2015,1186,1148
46109,2015,4882,4672
46111,2015,1231,1200
46115,2015,3329,3227
46117,2015,1841,1797
46119,2015,873,851
46121,2015,3058,2835
46123,2015,3091,3010
46125,2015,4638,4515
46127,2015,8057,7787
46129,2015,2275,2153
46135,2015,11640,11340
46137,2015,986,937
47001,2015,33316,31385
47003,2015,19427,18181
47005,2015,6771,6253
47007,2015,4254,3918
47009,2015,59589,56522
47011,2015,49488,46915
47013,2015,14643,13488
47015,2015,5863,5526
47017,2015,12195,11190
47019,2015,23552,22043
47021,2015,19888,18930
47023,2015,8234,7753
47025,2015,12619,11712
47027,2015,3002,2737
47029,2015,14417,13305
47031,2015,24315,22977
47033,2015,6829,6391
47035,2015,22951,21337
47037,2015,364542,348675
47039,2015,4717,4347
47041,2015,7373,6869
47043,2015,24119,22813
47045,2015,16677,15488
47047,2015,17888,16788
47049,2015,7008,6500
47051,2015,19614,18601
47053,2015,21048,19504
47055,2015,14568,13845
47057,2015,9153,8548
47059,2015,30640,28672
47061,2015,4874,4499
47063,2015,26490,24855
47065,2015,167497,158648
47067,2015,2066,1867
47069,2015,9298,8603
47071,2015,10272,9538
47073,2015,23556,22058
47075,2015,7636,7000
47077,2015,12285,11310
47079,2015,13889,12986
47081,2015,10328,9744
47083,2015,3201,2926
47085,2015,8476,7906
47087,2015,4468,4119
47089,2015,23316,21833
47091,2015,7315,6906
47093,2015,228660,218029
47095,2015,1973,1805
47097,2015,9604,8759
47099,2015,17736,16573
47101,2015,4808,4459
47103,2015,15131,14405
47105,2015,21957,20735
47107,2015,22670,21243
47109,2015,8767,8026
47111,2015,9971,9446
47113,2015,46579,43851
47115,2015,11724,10937
47117,2015,14781,13958
47119,2015,42404,40240
47121,2015,4861,4492
47123,2015,19065,17873
47125,2015,78668,74116
47127,2015,3309,3160
47129,2015,7724,7150
47131,2015,12487,11416
47133,2015,9098,8453
47135,2015,3123,2914
47137,2015,2401,2219
47139,2015,7332,6853
47141,2015,32483,30596
47143,2015,13102,12140
47145,2015,22607,21151
47147,2015,33853,32210
47149,2015,155760,148815
47151,2015,8087,7338
47153,2015,5800,5425
47155,2015,49894,46914
47157,2015,430453,402957
47159,2015,8495,8021
47161,2015,5144,4751
47163,2015,69220,65241
47165,2015,88684,84620
47167,2015,27520,25580
47169,2015,3687,3471
47171,2015,7037,6480
47173,2015,7227,6738
47175,2015,2056,1892
47177,2015,17819,16825
47179,2015,57902,54701
47181,2015,6190,5735
47183,2015,15606,14553
47185,2015,11426,10737
47187,2015,107705,103408
47189,2015,64694,61745
48001,2015,22773,21877
48003,2015,9271,8948
48005,2015,37277,35192
48007,2015,10028,9520
48009,2015,4110,3928
48011,2015,972,946
48013,2015,20473,19497
48015,2015,13997,13354
48017,2015,2791,2671
48019,2015,9150,8786
48021,2015,37420,35966
48023,2015,1621,1564
48025,2015,10349,9708
48027,2015,135837,129518
48029,2015,876065,842658
48031,2015,5749,5569
48033,2015,411,399
48035,2015,8035,7674
48037,2015,39030,37154
48039,2015,166521,158901
48041,2015,108260,104670
48043,2015,3898,3744
48045,2015,593,570
48047,2015,2594,2337
48049,2015,15843,15159
48051,2015,7733,7396
48053,2015,21109,20340
48055,2015,17370,16615
48057,2015,11293,10842
48059,2015,5713,5469
48061,2015,162570,150993
48063,2015,5077,4765
48065,2015,3058,2960
48067,2015,12130,11306
48069,2015,3604,3482
48071,2015,17751,16803
48073,2015,20832,19756
48075,2015,2860,2771
48077,2015,4897,4682
48079,2015,1313,1246
48081,2015,1393,1337
48083,2015,3041,2872
48085,2015,487091,469393
48087,2015,1266,1220
48089,2015,9875,9486
48091,2015,61696,59430
48093,2015,5342,5115
48095,2015,1370,1325
48097,2015,19705,18978
48099,2015,24427,23262
48101,2015,544,505
48103,2015,1832,1726
48105,2015,1895,1781
48107,2015,2639,2525
48109,2015,1037,994
48111,2015,3994,3907
48113,2015,1258781,1204888
48115,2015,4757,4541
48117,2015,8768,8491
48119,2015,2586,2468
48121,2015,427163,411963
48123,2015,10022,9622
48125,2015,700,668
48127,2015,7138,6808
48129,2015,1588,1522
48131,2015,5222,4800
48133,2015,8013,7634
48135,2015,79523,75827
48137,2015,862,822
48139,2015,80692,77513
48141,2015,340526,322906
48143,2015,20098,19309
48145,2015,6434,6161
48147,2015,15327,14698
48149,2015,12733,12311
48151,2015,1795,1726
48153,2015,2736,2585
48155,2015,549,527
48157,2015,354744,339619
48159,2015,4542,4321
48161,2015,7388,6987
48163,2015,9772,9397
48165,2015,9376,9072
48167,2015,157443,149592
48169,2015,2124,2046
48171,2015,12604,12241
48173,2015,819,796
48175,2015,3437,3284
48177,2015,9669,9314
48179,2015,9246,8726
48181,2015,59801,57394
48183,2015,59091,56165
48185,2015,11477,10865
48187,2015,72711,70143
48189,2015,12846,12030
48191,2015,1200,1136
48193,2015,3472,3310
48195,2015,3102,3010
48197,2015,1615,1536
48199,2015,24911,23505
48201,2015,2227364,2123908
48203,2015,31104,29480
48205,2015,2995,2931
48207,2015,2574,2484
48209,2015,98153,94786
48211,2015,2294,2222
48213,2015,34260,32594
48215,2015,329852,303710
48217,2015,15568,14858
48219,2015,11682,11196
48221,2015,24459,23355
48223,2015,16959,16245
48225,2015,9906,9464
48227,2015,13314,12701
48229,2015,1277,1205
48231,2015,38780,36950
48233,2015,9766,9335
48235,2015,797,768
48237,2015,4065,3894
48239,2015,7345,7069
48241,2015,13834,12800
48243,2015,1076,1041
48245,2015,107626,100124
48247,2015,2022,1876
48249,2015,19159,17645
48251,2015,74055,70802
48253,2015,5650,5340
48255,2015,6406,6135
48257,2015,54888,52652
48259,2015,19100,18473
48261,2015,282,273
48263,2015,496,483
48265,2015,21113,20337
48267,2015,1994,1921
48269,2015,199,192
48271,2015,1181,1106
48273,2015,14351,13504
48275,2015,1677,1614
48277,2015,22112,21056
48279,2015,5492,5001
48281,2015,9027,8630
48283,2015,4255,4078
48285,2015,8777,8445
48287,2015,9272,8942
48289,2015,6910,6542
48291,2015,30850,28720
48293,2015,8553,8124
48295,2015,1719,1652
48297,2015,5870,5635
48299,2015,8123,7778
48301,2015,77,73
48303,2015,149110,144032
48305,2015,2754,2643
48307,2015,3911,3723
48309,2015,112211,107645
48311,2015,966,946
48313,2015,5099,4881
48315,2015,4400,4114
48317,2015,2575,2485
48319,2015,1798,1729
48321,2015,17123,15968
48323,2015,23569,21057
48325,2015,20359,19468
48327,2015,854,810
48329,2015,88102,85051
48331,2015,10089,9560
48333,2015,1984,1911
48335,2015,2736,2582
48337,2015,9673,9263
48339,2015,257402,246468
48341,2015,11076,10730
48343,2015,5298,4832
48345,2015,490,473
48347,2015,28041,26724
48349,2015,22815,21855
48351,2015,5351,4948
48353,2015,6891,6612
48355,2015,165285,157120
48357,2015,5256,5032
48359,2015,911,884
48361,2015,37067,34643
48363,2015,13126,12442
48365,2015,11534,10931
48367,2015,59379,56911
48369,2015,4952,4835
48371,2015,6844,6491
48373,2015,16986,15957
48375,2015,56076,54207
48377,2015,3106,2775
48379,2015,5394,5148
48381,2015,68870,66875
48383,2015,1922,1835
48385,2015,1060,1006
48387,2015,4893,4585
48389,2015,5660,5389
48391,2015,3296,3121
48393,2015,454,436
48395,2015,7225,6880
48397,2015,44756,43076
48399,2015,4656,4483
48401,2015,22772,21688
48403,2015,3491,3166
48405,2015,2790,2537
48407,2015,11254,10623
48409,2015,30134,28172
48411,2015,2238,2156
48413,2015,1496,1417
48415,2015,8141,7804
48417,2015,2076,2017
48419,2015,11342,10745
48421,2015,1416,1377
48423,2015,103407,98779
48425,2015,4097,3891
48427,2015,25799,22322
48429,2015,4094,3923
48431,2015,744,719
48433,2015,660,631
48435,2015,1714,1610
48437,2015,2724,2594
48439,2015,988324,947220
48441,2015,63152,60834
48443,2015,433,412
48445,2015,5386,5134
48447,2015,778,753
48449,2015,12698,11964
48451,2015,54376,52144
48453,2015,653628,632174
48455,2015,5464,5142
48457,2015,7343,6829
48459,2015,17919,16978
48461,2015,1779,1709
48463,2015,11644,11057
48465,2015,19511,18339
48467,2015,24134,23049
48469,2015,45190,43297
48471,2015,22905,21746
48473,2015,21593,20556
48475,2015,5894,5642
48477,2015,15311,14581
48479,2015,111437,106158
48481,2015,21164,20229
48483,2015,2812,2703
48485,2015,55151,52786
48487,2015,5093,4847
48489,2015,6726,5849
48491,2015,263171,254078
48493,2015,22901,22032
48495,2015,3093,2917
48497,2015,28583,27257
48499,2015,16708,15822
48501,2015,4034,3882
48503,2015,8442,8082
48505,2015,6171,5699
48507,2015,3796,3371
49001,2015,3127,3008
49003,2015,24057,23164
49005,2015,60238,58384
49007,2015,8740,8240
49009,2015,468,446
49011,2015,160494,155042
49013,2015,8838,8170
49015,2015,4418,4148
49017,2015,2764,2517
49019,2015,5631,5287
49021,2015,20400,19489
49023,2015,4954,4757
49025,2015,3637,3476
49027,2015,6145,5928
49029,2015,4944,4789
49031,2015,467,437
49033,2015,1050,1011
49035,2015,587387,567423
49037,2015,5738,5283
49039,2015,11456,10980
49041,2015,9542,9115
49043,2015,23144,22375
49045,2015,29635,28401
49047,2015,15357,14308
49049,2015,266932,258194
49051,2015,13302,12833
49053,2015,63871,61254
49055,2015,1419,1290
49057,2015,117616,112772
50001,2015,20844,20099
50003,2015,18603,17822
50005,2015,15089,14385
50007,2015,94930,92397
50009,2015,2796,2612
50011,2015,27379,26394
50013,2015,3946,3782
50015,2015,13823,13189
50017,2015,15934,15391
50019,2015,13656,12891
50021,2015,31329,29984
50023,2015,34119,32932
50025,2015,23497,22660
50027,2015,29529,28583
51001,2015,15857,14993
51003,2015,53852,51747
51005,2015,7039,6683
51007,2015,6183,5906
51009,2015,15262,14532
51011,2015,7030,6686
51013,2015,144113,140049
51015,2015,36600,35097
51017,2015,2533,2430
51019,2015,38183,36487
51021,2015,2778,2620
51023,2015,17367,16639
51025,2015,6325,5894
51027,2015,7268,6479
51029,2015,6286,5913
51031,2015,26193,24952
51033,2015,14713,13964
51035,2015,13035,12337
51036,2015,3712,3514
51037,2015,5244,4945
51041,2015,177745,170080
51043,2015,7422,7126
51045,2015,2377,2246
51047,2015,23075,22071
51049,2015,4549,4315
51051,2015,4906,4410
51053,2015,13295,12574
51057,2015,5504,5208
51059,2015,612904,590992
51061,2015,35684,34274
51063,2015,8282,7952
51065,2015,13144,12649
51067,2015,26414,25179
51069,2015,44560,42789
51071,2015,7933,7522
51073,2015,19068,18290
51075,2015,10603,10159
51077,2015,7037,6620
51079,2015,9835,9469
51081,2015,4167,3942
51083,2015,15181,14215
51085,2015,56167,53986
51087,2015,176710,169108
51089,2015,22327,20895
51091,2015,1338,1291
51093,2015,18779,17920
51095,2015,34250,32765
51097,2015,3626,3451
51099,2015,12038,11465
51101,2015,8694,8326
51103,2015,5123,4785
51105,2015,8561,7942
51107,2015,199821,192686
51109,2015,18767,17971
51111,2015,5278,5008
51113,2015,7215,6969
51115,2015,4068,3897
51117,2015,12500,11734
51119,2015,4974,4763
51121,2015,49665,47516
51125,2015,7258,6962
51127,2015,11200,10772
51131,2015,6091,5718
51133,2015,5457,5123
51135,2015,7121,6798
51137,2015,16035,15297
51139,2015,11628,10827
51141,2015,7629,7215
51143,2015,30033,28437
51145,2015,13372,12839
51147,2015,10047,9417
51149,2015,14852,14050
51153,2015,231076,221516
51155,2015,16290,15465
51157,2015,3730,3575
51159,2015,3895,3717
51161,2015,49014,47086
51163,2015,10310,9824
51165,2015,40061,38411
51167,2015,11409,10660
51169,2015,9489,8999
51171,2015,21010,20111
51173,2015,13445,12567
51175,2015,9186,8817
51177,2015,63726,60767
51179,2015,66571,63598
51181,2015,3712,3524
51183,2015,4067,3789
51185,2015,16593,15364
51187,2015,19597,18662
51191,2015,26947,25652
51193,2015,8909,8428
51195,2015,13768,12626
51197,2015,13625,12885
51199,2015,31953,30581
51510,2015,94043,90945
51520,2015,7503,7101
51530,2015,3290,3123
51540,2015,24616,23706
51550,2015,116167,110892
51570,2015,8655,8246
51580,2015,2416,2270
51590,2015,19095,17714
51595,2015,2242,2086
51600,2015,12784,12336
51610,2015,7835,7596
51620,2015,3604,3362
51630,2015,13351,12637
51640,2015,2943,2781
51650,2015,64182,60324
51660,2015,23855,22588
51670,2015,9609,8880
51678,2015,2250,2096
51680,2015,35586,33592
51683,2015,21569,20672
51685,2015,8324,7975
51690,2015,5351,4880
51700,2015,88704,83871
51710,2015,110394,104221
51720,2015,1730,1610
51730,2015,13486,12247
51735,2015,6193,5953
51740,2015,44201,41443
51750,2015,8282,7813
51760,2015,112566,106690
51770,2015,48844,46453
51775,2015,12750,12186
51790,2015,11796,11282
51800,2015,42241,40142
51810,2015,228501,218687
51820,2015,9998,9519
51830,2015,6650,6228
51840,2015,14183,13560
53001,2015,8614,8014
53003,2015,9674,9207
53005,2015,91714,85548
53007,2015,42611,40224
53009,2015,26796,24609
53011,2015,214266,200390
53013,2015,1694,1582
53015,2015,44103,40677
53017,2015,19764,18493
53019,2015,2475,2222
53021,2015,38958,35982
53023,2015,930,872
53025,2015,44681,41409
53027,2015,26915,24462
53029,2015,31752,29800
53031,2015,11195,10392
53033,2015,1178606,1128497
53035,2015,115300,108861
53037,2015,20838,19535
53039,2015,9453,8771
53041,2015,31218,28575
53043,2015,4874,4588
53045,2015,23011,21198
53047,2015,21227,19744
53049,2015,8096,7364
53051,2015,4600,4153
53053,2015,392190,366826
53055,2015,7717,7342
53057,2015,56680,52818
53059,2015,4948,4578
53061,2015,401834,383202
53063,2015,227782,212851
53065,2015,17442,15878
53067,2015,125691,118149
53069,2015,1293,1176
53071,2015,28041,26382
53073,2015,104218,97989
53075,2015,22744,21631
53077,2015,121733,111849
54001,2015,6907,6396
54003,2015,53982,51325
54005,2015,8195,7397
54007,2015,5469,4980
54009,2015,10099,9357
54011,2015,41335,39081
54013,2015,2765,2420
54015,2015,3276,2909
54017,2015,3646,3444
54019,2015,16298,14896
54021,2015,2709,2497
54023,2015,5772,5333
54025,2015,15379,14368
54027,2015,9636,9096
54029,2015,13011,11995
54031,2015,5476,5066
54033,2015,31885,29869
54035,2015,11925,11063
54037,2015,27786,26640
54039,2015,86315,81125
54041,2015,6986,6409
54043,2015,7365,6646
54045,2015,11510,10216
54047,2015,5351,4667
54049,2015,26050,24259
54051,2015,14068,12874
54053,2015,9978,9127
54055,2015,21993,20393
54057,2015,11636,10780
54059,2015,7256,6300
54061,2015,50517,48132
54063,2015,5755,5434
54065,2015,7482,7070
54067,2015,9947,9044
54069,2015,20683,19519
54071,2015,3577,3411
54073,2015,2988,2734
54075,2015,3596,3302
54077,2015,14653,13737
54079,2015,25562,24127
54081,2015,30380,28131
54083,2015,11911,11074
54085,2015,4500,4184
54087,2015,5229,4626
54089,2015,4525,4206
54091,2015,7748,7283
54093,2015,3427,3217
54095,2015,3660,3317
54097,2015,9672,8893
54099,2015,15587,14476
54101,2015,3477,3213
54103,2015,7169,6450
54105,2015,2259,2025
54107,2015,37111,34769
54109,2015,7756,7007
55001,2015,8337,7729
55003,2015,7931,7434
55005,2015,24481,23256
55007,2015,7537,6908
55009,2015,139350,133656
55011,2015,6541,6219
55013,2015,7280,6768
55015,2015,27481,26498
55017,2015,33178,31609
55019,2015,17441,16676
55021,2015,31370,29993
55023,2015,7911,7447
55025,2015,311005,301061
55027,2015,47584,45479
55029,2015,15499,14464
55031,2015,23375,22211
55033,2015,23794,22721
55035,2015,58205,55981
55037,2015,2216,2066
55039,2015,57079,54745
55041,2015,4001,3701
55043,2015,28186,26947
55045,2015,21108,20301
55047,2015,10002,9459
55049,2015,13703,13120
55051,2015,2624,2393
55053,2015,10356,9861
55055,2015,45688,43748
55057,2015,13523,12826
55059,2015,87771,83291
55061,2015,10902,10455
55063,2015,66673,64092
55065,2015,9755,9396
55067,2015,9484,8905
55069,2015,15273,14506
55071,2015,41935,39824
55073,2015,73516,70549
55075,2015,20765,19556
55077,2015,7504,7043
55078,2015,1605,1450
55079,2015,477475,449935
55081,2015,22854,21833
55083,2015,20360,19307
55085,2015,18653,17573
55087,2015,102039,97983
55089,2015,48278,46491
55091,2015,4111,3938
55093,2015,24153,23201
55095,2015,24627,23435
55097,2015,39616,37794
55099,2015,6857,6551
55101,2015,99443,93840
55103,2015,9301,8910
55105,2015,83415,79075
55107,2015,7003,6619
55109,2015,48849,46973
55111,2015,35332,33877
55113,2015,7823,7202
55115,2015,21304,20263
55117,2015,61300,58980
55119,2015,10708,10235
55121,2015,16628,15976
55123,2015,15506,14867
55125,2015,10010,9306
55127,2015,57032,54380
55129,2015,7964,7535
55131,2015,76126,73263
55133,2015,221579,213135
55135,2015,27065,25802
55137,2015,11498,10773
55139,2015,91529,87637
55141,2015,34452,32549
56001,2015,20708,20060
56003,2015,5578,5332
56005,2015,25899,24886
56007,2015,8466,8153
56009,2015,8344,8040
56011,2015,3721,3592
56013,2015,20311,19193
56015,2015,7104,6872
56017,2015,2408,2308
56019,2015,4217,4012
56021,2015,48788,46868
56023,2015,8441,8046
56025,2015,42983,40891
56027,2015,1332,1292
56029,2015,15822,15147
56031,2015,4929,4737
56033,2015,15985,15312
56035,2015,4585,4348
56037,2015,22820,21753
56039,2015,14744,14177
56041,2015,9705,9223
56043,2015,4282,4104
56045,2015,3976,3841
72001,2015,4394,3614
72003,2015,11850,10190
72005,2015,14799,12717
72007,2015,6842,5840
72009,2015,6663,5689
72011,2015,8875,7716
72013,2015,23977,20637
72015,2015,5203,4221
72017,2015,5921,5019
72019,2015,7437,6450
72021,2015,67490,61203
72023,2015,14161,12426
72025,2015,48543,43504
72027,2015,9449,8232
72029,2015,16303,14384
72031,2015,62894,57324
72033,2015,8065,7220
72035,2015,16270,14519
72037,2015,3875,3337
72039,2015,3923,3241
72041,2015,15577,14026
72043,2015,11044,8955
72045,2015,5166,4378
72047,2015,9439,8167
72049,2015,845,814
72051,2015,12829,11823
72053,2015,11576,9865
72054,2015,3407,2897
72055,2015,4213,3386
72057,2015,12268,10141
72059,2015,5331,4292
72061,2015,37289,35114
72063,2015,17325,15817
72065,2015,13092,11044
72067,2015,5594,4943
72069,2015,17683,15071
72071,2015,12340,10780
72073,2015,4166,3549
72075,2015,15790,13392
72077,2015,12504,10762
72079,2015,5622,4612
72081,2015,7375,5871
72083,2015,2894,2406
72085,2015,11373,9774
72087,2015,8811,7774
72089,2015,6468,5460
72091,2015,11698,10309
72093,2015,1859,1552
72095,2015,3044,2482
72097,2015,23459,20284
72099,2015,10663,8997
72101,2015,8154,7005
72103,2015,8105,7036
72105,2015,7322,6319
72107,2015,5265,4404
72109,2015,4857,3843
72111,2015,6260,5164
72113,2015,48510,41761
72115,2015,6051,5034
72117,2015,4649,3881
72119,2015,17095,15324
72121,2015,6380,5435
72123,2015,7916,6003
72125,2015,10352,8888
72127,2015,136028,125666
72129,2015,12004,10429
72131,2015,10700,8570
72133,2015,9554,7805
72135,2015,26390,24183
72137,2015,30090,27365
72139,2015,27265,25353
72141,2015,6939,5827
72143,2015,9892,8735
72145,2015,13849,11942
72147,2015,3200,2837
72149,2015,7820,6274
72151,2015,9219,7607
72153,2015,10772,8733
01001,2016,25649,24297
01003,2016,89931,85061
01005,2016,8302,7584
01007,2016,8573,8004
01009,2016,24525,23171
01011,2016,4811,4466
01013,2016,9132,8481
01015,2016,45794,42727
01017,2016,15134,14295
01019,2016,11163,10581
01021,2016,19153,18077
01023,2016,4300,3918
01025,2016,8011,7118
01027,2016,5558,5216
01029,2016,5831,5476
01031,2016,20402,19167
01033,2016,23707,22045
01035,2016,4593,4197
01037,2016,4444,4171
01039,2016,15392,14315
01041,2016,6451,6063
01043,2016,37715,35792
01045,2016,20078,18890
01047,2016,15530,14071
01049,2016,29016,27216
01051,2016,36726,34917
01053,2016,14633,13648
01055,2016,43887,41269
01057,2016,6543,6087
01059,2016,13723,12886
01061,2016,10905,10263
01063,2016,2893,2600
01065,2016,6050,5579
01067,2016,6762,6316
01069,2016,44718,42089
01071,2016,23636,22117
01073,2016,310908,292697
01075,2016,5708,5383
01077,2016,43009,40246
01079,2016,13729,12763
01081,2016,72893,69066
01083,2016,40575,38424
01085,2016,3803,3394
01087,2016,7981,7364
01089,2016,173295,164279
01091,2016,7640,7072
01093,2016,12586,11741
01095,2016,41255,38994
01097,2016,185092,172376
01099,2016,7281,6600
01101,2016,104822,98688
01103,2016,55331,52235
01105,2016,3467,3100
01107,2016,7994,7439
01109,2016,15157,14188
01111,2016,9491,8952
01113,2016,24007,22653
01115,2016,38588,36533
01117,2016,108320,103555
01119,2016,5143,4741
01121,2016,34781,32429
01123,2016,18906,17847
01125,2016,98533,92848
01127,2016,25658,23706
01129,2016,6776,6184
01131,2016,2809,2396
01133,2016,9403,8714
02013,2016,2498,2430
02016,2016,3907,3780
02020,2016,156112,147886
02050,2016,7018,6029
02060,2016,403,375
02068,2016,1107,1012
02070,2016,1983,1791
02090,2016,46098,43491
02100,2016,1077,971
02105,2016,1202,1064
02110,2016,17162,16412
02122,2016,27189,24972
02130,2016,7028,6589
02150,2016,6417,6098
02158,2016,2660,2094
02164,2016,633,555
02170,2016,46065,42356
02180,2016,3987,3488
02185,2016,3968,3711
02188,2016,2889,2434
02195,2016,1450,1325
02198,2016,2780,2456
02220,2016,4425,4233
02230,2016,801,716
02240,2016,3019,2711
02261,2016,4851,4453
02275,2016,1047,971
02282,2016,247,227
02290,2016,2405,1991
04001,2016,20064,17791
04003,2016,50187,47116
04005,2016,74287,69890
04007,2016,20976,19472
04009,2016,14307,13352
04011,2016,3898,3602
04012,2016,8493,7985
04013,2016,2076894,1983156
04015,2016,80432,75138
04017,2016,41331,37967
04019,2016,472015,448937
04021,2016,161850,152976
04023,2016,19288,17377
04025,2016,99838,94987
04027,2016,94005,76519
05001,2016,9309,8987
05003,2016,7833,7338
05005,2016,16102,15404
05007,2016,126311,122628
05009,2016,16013,15421
05011,2016,4387,4158
05013,2016,2401,2288
05015,2016,12966,12505
05017,2016,3587,3349
05019,2016,9460,9039
05021,2016,6070,5725
05023,2016,9534,8965
05025,2016,3335,3183
05027,2016,9289,8750
05029,2016,8462,7973
05031,2016,52140,50438
05033,2016,26876,25817
05035,2016,21535,20547
05037,2016,7961,7606
05039,2016,2917,2770
05041,2016,5477,5176
05043,2016,7891,7433
05045,2016,60491,58175
05047,2016,7363,7061
05049,2016,4692,4487
05051,2016,40148,38406
05053,2016,8320,8018
05055,2016,19877,19020
05057,2016,9945,9565
05059,2016,14132,13570
05061,2016,5942,5744
05063,2016,16008,15210
05065,2016,4989,4708
05067,2016,6099,5718
05069,2016,28590,26983
05071,2016,10518,10013
05073,2016,2576,2424
05075,2016,6942,6639
05077,2016,3130,2979
05079,2016,4088,3887
05081,2016,5655,5390
05083,2016,9164,8741
05085,2016,33267,32147
05087,2016,7283,7051
05089,2016,6556,6293
05091,2016,20104,19264
05093,2016,18216,16974
05095,2016,2888,2746
05097,2016,3068,2904
05099,2016,3669,3533
05101,2016,3424,3291
05103,2016,9843,9342
05105,2016,4208,4006
05107,2016,6715,6316
05109,2016,4184,4003
05111,2016,10214,9778
05113,2016,8197,7795
05115,2016,29303,27945
05117,2016,3647,3504
05119,2016,187667,180958
05121,2016,6459,6155
05123,2016,8890,8425
05125,2016,56518,54736
05127,2016,4463,4295
05129,2016,3033,2896
05131,2016,57943,55782
05133,2016,5676,5394
05135,2016,6049,5718
05137,2016,4723,4477
05139,2016,16407,15501
05141,2016,6076,5652
05143,2016,119518,116259
05145,2016,34158,32373
05147,2016,3000,2835
05149,2016,8804,8411
06001,2016,837917,802387
06003,2016,556,520
06005,2016,14646,13784
06007,2016,102319,95626
06009,2016,20914,19737
06011,2016,10887,9196
06013,2016,556454,531815
06015,2016,9806,9075
06017,2016,89737,85190
06019,2016,446228,404134
06021,2016,13091,12016
06023,2016,62674,59614
06025,2016,76863,58784
06027,2016,8984,8514
06029,2016,389091,348922
06031,2016,57183,51484
06033,2016,29378,27427
06035,2016,10517,9793
06037,2016,5054938,4789505
06039,2016,61468,55836
06041,2016,141059,136492
06043,2016,7552,7031
06045,2016,39865,37782
06047,2016,115037,102981
06049,2016,3327,3067
06051,2016,8406,7958
06053,2016,220414,203752
06055,2016,73426,70299
06057,2016,48419,46120
